vendor_id,component_id,promised_date,actual_date,qty_ordered,qty_received,order_month,seasonal_flag,component_lead_days,criticality_score,on_time_rate_12m,hist_avg_delay_days,hist_fulfillment_rate,port_congestion_idx,weather_risk_score,news_sentiment,currency_volatility,high_risk,delay_days,fulfillment_ratio
VND_GAMMA,BLADE_X,2022-03-01,2022-03-01,5854,5854,3,0,12,0.85,0.8496,0.285,0.9915,1.39,0.8,0.586,0.47,0,0,1.0
VND_GAMMA,BEARING_01,2023-09-10,2023-09-10,3057,3057,9,0,11,0.8,0.959,0.662,0.9811,1.65,0.0,-0.445,0.427,0,0,1.0
VND_GAMMA,BLADE_X,2021-09-07,2021-09-08,4897,4897,9,0,12,0.85,0.9831,0.071,0.9663,1.65,0.0,-0.445,0.427,0,1,1.0
VND_DELTA,SWITCH_S,2022-12-08,2022-12-10,6532,4416,12,1,6,0.65,0.465,5.033,0.8276,9.5,6.79,-1.0,3.943,1,2,0.676056338028169
VND_GAMMA,CASING_B,2021-03-28,2021-03-27,2556,2195,3,0,7,0.6,0.9538,0.012,0.9431,1.39,0.8,0.586,0.47,0,-1,0.8587636932707355
VND_GAMMA,BATTERY_A,2023-06-25,2023-06-26,5573,5573,6,0,10,0.9,1.0,-0.292,1.0,1.52,0.0,0.363,0.701,0,1,1.0
VND_ZETA,BLADE_X,2023-09-09,2023-09-11,1952,1952,9,0,12,0.85,0.9154,0.289,0.9935,3.04,0.65,-0.322,0.705,0,2,1.0
VND_EPSILON,SCREW_M4,2022-07-10,2022-07-15,7843,7294,7,0,5,0.4,0.7613,1.184,0.9066,4.08,2.56,-0.606,1.633,0,5,0.9300012750223129
VND_BETA,BLADE_X,2021-08-12,2021-08-17,5243,4872,8,0,12,0.85,0.5575,3.202,0.859,8.24,4.9,-0.912,2.005,0,5,0.9292389853137517
VND_BETA,SCREW_M4,2021-04-14,2021-04-14,5687,4862,4,0,5,0.4,0.5978,3.158,0.8388,7.67,5.01,-1.0,2.322,1,0,0.8549323017408124
VND_ZETA,SCREW_M4,2022-04-22,2022-04-22,630,579,4,0,5,0.4,0.8588,0.916,1.0,4.0,1.67,-0.484,0.326,0,0,0.919047619047619
VND_DELTA,BATTERY_A,2022-11-08,2022-11-08,6076,4340,11,1,10,0.9,0.4039,4.246,0.7629,10.0,9.01,-1.0,3.571,1,0,0.7142857142857143
VND_ALPHA,BEARING_01,2021-10-09,2021-10-11,242,200,10,0,11,0.8,0.7737,0.991,0.9381,3.41,0.0,-0.618,1.079,0,2,0.8264462809917356
VND_DELTA,CASING_B,2023-09-02,2023-09-03,4111,2762,9,0,7,0.6,0.3903,4.585,0.7935,10.0,8.25,-1.0,4.688,0,1,0.671855996108003
VND_GAMMA,SCREW_M4,2022-10-20,2022-10-20,2538,2386,10,0,5,0.4,0.9669,0.433,0.9943,0.49,0.87,-0.256,1.02,0,0,0.9401103230890465
VND_ALPHA,MOTOR_X,2022-04-21,2022-04-22,4583,3558,4,0,14,0.95,0.8264,1.885,0.9492,3.44,0.0,-0.737,0.775,1,1,0.7763473707178704
VND_BETA,MOTOR_X,2023-05-06,2023-05-06,7427,6451,5,0,14,0.95,0.5636,3.281,0.9033,8.96,6.56,-0.962,3.201,0,0,0.8685875858354652
VND_ALPHA,CASING_B,2023-03-25,2023-03-25,6654,6586,3,0,7,0.6,0.8612,1.349,0.9257,2.73,2.14,-0.359,0.814,1,0,0.9897805831079051
VND_BETA,BEARING_01,2022-08-16,2022-08-20,7382,6363,8,0,11,0.8,0.6223,2.66,0.9115,8.24,4.9,-0.912,2.005,1,4,0.8619615280411812
VND_ALPHA,MOTOR_X,2022-09-04,2022-09-05,4852,4852,9,0,14,0.95,0.8441,0.66,1.0,3.19,0.54,0.027,0.512,0,1,1.0
VND_GAMMA,BATTERY_A,2022-08-06,2022-08-06,3922,3922,8,0,10,0.9,0.9651,0.063,0.9994,2.14,2.59,-0.277,0.173,0,0,1.0
VND_BETA,BEARING_01,2023-10-30,2023-11-04,4034,3925,10,0,11,0.8,0.5849,2.674,0.8628,7.34,4.7,-0.665,2.932,1,5,0.9729796727813584
VND_BETA,BLADE_X,2021-08-19,2021-08-22,2908,2577,8,0,12,0.85,0.5575,2.246,0.9038,8.24,4.9,-0.912,2.005,1,3,0.8861760660247593
VND_ZETA,CASING_B,2023-07-29,2023-07-29,5510,5510,7,0,7,0.6,0.909,0.941,0.9927,1.63,0.0,0.462,0.0,0,0,1.0
VND_ZETA,BLADE_X,2022-01-17,2022-01-17,315,270,1,1,12,0.85,0.8799,-0.689,1.0,1.09,2.03,0.123,0.866,0,0,0.8571428571428571
VND_GAMMA,CABLE_R,2022-01-31,2022-02-04,1637,1637,1,1,8,0.7,0.9427,0.257,1.0,1.85,2.16,0.022,0.306,0,4,1.0
VND_DELTA,SWITCH_S,2023-11-22,2023-12-03,2886,2577,11,1,6,0.65,0.3647,4.704,0.7555,10.0,9.01,-1.0,3.571,1,11,0.8929313929313929
VND_DELTA,BATTERY_A,2021-07-15,2021-07-15,1713,969,7,0,10,0.9,0.4143,4.169,0.7094,10.0,6.05,-1.0,3.274,1,0,0.5656742556917689
VND_DELTA,CASING_B,2022-10-25,2022-10-30,7866,6054,10,0,7,0.6,0.3808,4.409,0.7886,10.0,5.94,-1.0,3.793,1,5,0.7696414950419527
VND_ALPHA,SCREW_M4,2022-06-19,2022-06-19,3342,2811,6,0,5,0.4,0.7914,1.209,0.9697,4.67,1.37,-0.2,0.43,0,0,0.8411131059245961
VND_DELTA,SCREW_M4,2022-07-01,2022-07-06,2900,2241,7,0,5,0.4,0.3383,4.007,0.7253,10.0,6.05,-1.0,3.274,1,5,0.7727586206896552
VND_EPSILON,BLADE_X,2021-01-24,2021-01-24,2342,2245,1,1,12,0.85,0.7801,1.321,0.9092,5.06,3.05,-0.408,1.754,1,0,0.9585824081981212
VND_ZETA,CABLE_R,2022-04-29,2022-04-27,708,708,4,0,8,0.7,0.9311,0.315,1.0,4.0,1.67,-0.484,0.326,1,-2,1.0
VND_DELTA,BATTERY_A,2022-09-21,2022-09-26,1508,1159,9,0,10,0.9,0.3475,4.829,0.7768,10.0,8.25,-1.0,4.688,0,5,0.7685676392572944
VND_ZETA,SWITCH_S,2023-10-27,2023-10-27,7762,7762,10,0,6,0.65,0.9075,-0.168,0.9645,2.08,0.04,-0.007,0.366,0,0,1.0
VND_ZETA,BLADE_X,2021-08-29,2021-08-30,5432,5085,8,0,12,0.85,0.8987,0.096,0.9269,1.44,0.77,0.404,0.0,0,1,0.936119293078056
VND_GAMMA,BLADE_X,2022-03-29,2022-03-29,1995,1995,3,0,12,0.85,0.9379,0.294,1.0,1.39,0.8,0.586,0.47,0,0,1.0
VND_DELTA,CASING_B,2021-11-10,2021-11-15,3927,2910,11,1,7,0.6,0.3383,4.031,0.7839,10.0,9.01,-1.0,3.571,1,5,0.7410236822001528
VND_DELTA,CABLE_R,2023-08-23,2023-08-25,6404,4428,8,0,8,0.7,0.3928,4.694,0.756,10.0,7.14,-1.0,3.931,1,2,0.6914428482198626
VND_BETA,SCREW_M4,2021-06-17,2021-06-21,4504,3800,6,0,5,0.4,0.5603,2.704,0.8802,8.51,4.55,-0.832,3.415,0,4,0.8436944937833037
VND_EPSILON,BEARING_01,2023-01-11,2023-01-12,839,733,1,1,11,0.8,0.6944,1.159,0.8861,5.06,3.05,-0.408,1.754,0,1,0.8736591179976162
VND_ALPHA,BATTERY_A,2023-11-02,2023-11-02,1856,1807,11,1,10,0.9,0.7843,1.205,0.961,3.94,3.27,-0.255,0.88,1,0,0.9735991379310345
VND_BETA,CASING_B,2022-11-03,2022-11-02,7199,6835,11,1,7,0.6,0.602,2.865,0.8441,7.62,7.21,-0.911,3.187,1,-1,0.9494374218641478
VND_ALPHA,BEARING_01,2022-02-25,2022-02-24,6072,4870,2,0,11,0.8,0.8047,0.951,0.9481,2.97,1.37,0.254,1.307,1,-1,0.8020421607378129
VND_ALPHA,BEARING_01,2023-11-12,2023-11-12,3849,3831,11,1,11,0.8,0.798,1.526,0.943,3.94,3.27,-0.255,0.88,0,0,0.995323460639127
VND_DELTA,MOTOR_X,2021-09-28,2021-09-28,4404,3580,9,0,14,0.95,0.4273,4.692,0.7639,10.0,8.25,-1.0,4.688,1,0,0.812897366030881
VND_DELTA,SWITCH_S,2021-04-29,2021-05-01,4777,3088,4,0,6,0.65,0.4328,4.619,0.7375,10.0,7.27,-1.0,3.863,1,2,0.64643081431861
VND_ZETA,BEARING_01,2022-09-24,2022-09-24,6125,5835,9,0,11,0.8,0.9054,0.116,1.0,3.04,0.65,-0.322,0.705,0,0,0.9526530612244898
VND_DELTA,MOTOR_X,2022-06-06,2022-06-06,6888,4706,6,0,14,0.95,0.4362,4.305,0.786,10.0,7.21,-1.0,4.359,1,0,0.6832171893147503
VND_ZETA,MOTOR_X,2022-03-23,2022-03-23,4937,4937,3,0,14,0.95,0.9818,-0.043,0.969,3.65,1.04,-0.406,0.887,0,0,1.0
VND_ALPHA,BATTERY_A,2023-05-18,2023-05-18,3022,2740,5,0,10,0.9,0.7647,0.786,0.9521,2.19,1.91,-0.492,0.435,1,0,0.9066843150231635
VND_EPSILON,BATTERY_A,2021-05-04,2021-05-05,7856,7157,5,0,10,0.9,0.7151,1.209,0.9396,5.37,6.65,-0.289,2.054,1,1,0.9110234215885947
VND_DELTA,BATTERY_A,2021-03-06,2021-03-16,2551,2311,3,0,10,0.9,0.4766,4.312,0.7571,9.67,7.03,-1.0,3.314,0,10,0.9059192473539789
VND_BETA,SWITCH_S,2021-10-05,2021-10-05,6473,4854,10,0,6,0.65,0.5204,3.277,0.9085,7.34,4.7,-0.665,2.932,1,0,0.7498841340954735
VND_GAMMA,SWITCH_S,2023-02-23,2023-02-23,3874,3753,2,0,6,0.65,0.8832,0.598,0.965,0.13,0.0,-0.083,0.079,0,0,0.9687661331956634
VND_DELTA,SWITCH_S,2021-06-14,2021-06-13,5792,4006,6,0,6,0.65,0.3774,4.715,0.7041,10.0,7.21,-1.0,4.359,0,-1,0.6916436464088398
VND_ZETA,CASING_B,2022-12-14,2022-12-14,1171,1171,12,1,7,0.6,0.9459,0.184,1.0,4.01,0.19,-0.074,0.755,0,0,1.0
VND_EPSILON,CASING_B,2023-03-16,2023-03-16,4532,4532,3,0,7,0.6,0.7857,1.784,0.9429,5.21,3.36,-0.135,2.022,0,0,1.0
VND_ZETA,CASING_B,2022-04-02,2022-04-02,7038,6820,4,0,7,0.6,0.9072,0.178,1.0,4.0,1.67,-0.484,0.326,0,0,0.9690252912759306
VND_ALPHA,MOTOR_X,2022-09-04,2022-09-07,3992,3338,9,0,14,0.95,0.8434,0.705,0.9175,3.19,0.54,0.027,0.512,0,3,0.8361723446893787
VND_EPSILON,SWITCH_S,2023-02-16,2023-02-17,6944,6386,2,0,6,0.65,0.7966,1.146,0.8523,3.97,2.95,-0.443,1.143,1,1,0.9196428571428571
VND_BETA,SCREW_M4,2023-08-02,2023-08-09,3035,2730,8,0,5,0.4,0.5361,2.155,0.8721,8.24,4.9,-0.912,2.005,1,7,0.899505766062603
VND_GAMMA,CASING_B,2022-01-22,2022-01-22,7879,7879,1,1,7,0.6,0.9025,0.373,1.0,1.85,2.16,0.022,0.306,0,0,1.0
VND_ALPHA,BATTERY_A,2023-05-09,2023-05-11,5237,5237,5,0,10,0.9,0.8555,1.304,0.9618,2.19,1.91,-0.492,0.435,0,2,1.0
VND_BETA,MOTOR_X,2022-02-27,2022-03-02,751,623,2,0,14,0.95,0.5579,3.203,0.8635,7.47,5.81,-0.631,3.173,1,3,0.829560585885486
VND_EPSILON,BATTERY_A,2021-03-10,2021-03-10,3857,2775,3,0,10,0.9,0.7135,1.865,0.9461,5.21,3.36,-0.135,2.022,0,0,0.7194710915219082
VND_BETA,MOTOR_X,2021-04-01,2021-04-04,3495,2704,4,0,14,0.95,0.5399,2.926,0.9351,7.67,5.01,-1.0,2.322,1,3,0.7736766809728183
VND_BETA,BEARING_01,2022-03-21,2022-03-22,6379,5270,3,0,11,0.8,0.5463,2.704,0.9135,7.31,4.89,-0.841,3.19,0,1,0.826148299106443
VND_BETA,MOTOR_X,2023-10-29,2023-11-01,2569,2393,10,0,14,0.95,0.5466,2.933,0.8851,7.34,4.7,-0.665,2.932,1,3,0.9314908524717789
VND_ZETA,SCREW_M4,2022-10-16,2022-10-16,4930,4930,10,0,5,0.4,0.9424,-0.356,1.0,2.08,0.04,-0.007,0.366,0,0,1.0
VND_BETA,CABLE_R,2022-09-11,2022-09-17,7378,7378,9,0,8,0.7,0.4902,2.831,0.8837,7.93,5.56,-0.497,2.593,1,6,1.0
VND_ZETA,CASING_B,2023-12-04,2023-12-05,2010,1784,12,1,7,0.6,0.9845,1.056,1.0,4.01,0.19,-0.074,0.755,0,1,0.8875621890547264
VND_GAMMA,SWITCH_S,2022-07-18,2022-07-17,699,605,7,0,6,0.65,0.9536,0.091,1.0,2.34,0.0,0.441,0.0,0,-1,0.8655221745350501
VND_ZETA,CASING_B,2023-05-25,2023-05-28,4753,4333,5,0,7,0.6,0.8624,0.211,0.9207,3.15,0.0,0.105,0.83,1,3,0.9116347569955817
VND_ALPHA,BEARING_01,2022-12-07,2022-12-09,7913,7599,12,1,11,0.8,0.8528,1.473,0.9342,1.72,2.38,-0.358,1.423,0,2,0.9603184632882599
VND_EPSILON,SWITCH_S,2022-10-15,2022-10-13,5904,5324,10,0,6,0.65,0.7957,1.644,0.9041,4.13,3.48,-0.679,1.687,1,-2,0.9017615176151762
VND_DELTA,SWITCH_S,2021-11-02,2021-11-07,2656,2603,11,1,6,0.65,0.3951,4.46,0.7221,10.0,9.01,-1.0,3.571,1,5,0.9800451807228916
VND_BETA,SWITCH_S,2023-08-28,2023-08-29,2174,2034,8,0,6,0.65,0.5509,2.238,0.8505,8.24,4.9,-0.912,2.005,1,1,0.9356025758969642
VND_GAMMA,SCREW_M4,2021-10-23,2021-10-23,6800,6800,10,0,5,0.4,0.9415,0.092,0.9426,0.49,0.87,-0.256,1.02,0,0,1.0
VND_ALPHA,BEARING_01,2023-04-26,2023-04-30,3612,3014,4,0,11,0.8,0.7459,1.313,0.9396,3.44,0.0,-0.737,0.775,0,4,0.8344407530454042
VND_DELTA,CASING_B,2022-05-13,2022-05-16,2288,1805,5,0,7,0.6,0.3669,4.612,0.8005,9.38,7.59,-0.912,3.272,1,3,0.7888986013986014
VND_GAMMA,SCREW_M4,2021-06-11,2021-06-12,7754,6710,6,0,5,0.4,0.904,-0.836,0.9657,1.52,0.0,0.363,0.701,0,1,0.865359814289399
VND_GAMMA,BEARING_01,2021-07-09,2021-07-10,4587,4587,7,0,11,0.8,0.9488,0.671,1.0,2.34,0.0,0.441,0.0,0,1,1.0
VND_ALPHA,SCREW_M4,2022-07-04,2022-07-06,3289,3037,7,0,5,0.4,0.848,2.126,0.9569,2.66,1.71,-0.565,1.15,0,2,0.9233809668592278
VND_ALPHA,MOTOR_X,2022-01-21,2022-01-23,6791,6659,1,1,14,0.95,0.7984,1.05,0.9813,3.7,2.96,-0.026,1.609,0,2,0.9805625092033574
VND_DELTA,SCREW_M4,2022-03-04,2022-03-13,7322,5927,3,0,5,0.4,0.4185,4.405,0.7925,9.67,7.03,-1.0,3.314,1,9,0.809478284621688
VND_GAMMA,CABLE_R,2021-02-01,2021-02-01,1935,1848,2,0,8,0.7,0.9193,0.605,1.0,0.13,0.0,-0.083,0.079,0,0,0.9550387596899225
VND_ZETA,SCREW_M4,2021-08-29,2021-08-30,6318,5799,8,0,5,0.4,0.8685,0.342,0.9666,1.44,0.77,0.404,0.0,0,1,0.9178537511870846
VND_BETA,BEARING_01,2022-02-23,2022-02-26,3449,2679,2,0,11,0.8,0.5458,2.684,0.8692,7.47,5.81,-0.631,3.173,0,3,0.7767468831545375
VND_EPSILON,SCREW_M4,2022-10-21,2022-10-25,6553,4991,10,0,5,0.4,0.7824,1.41,0.9558,4.13,3.48,-0.679,1.687,0,4,0.7616358919578818
VND_DELTA,BLADE_X,2023-08-13,2023-08-17,4571,3447,8,0,12,0.85,0.3865,4.567,0.7825,10.0,7.14,-1.0,3.931,1,4,0.7541019470575366
VND_GAMMA,CABLE_R,2022-06-20,2022-06-20,3146,3146,6,0,8,0.7,0.9994,-0.113,1.0,1.52,0.0,0.363,0.701,0,0,1.0
VND_DELTA,BEARING_01,2021-07-21,2021-07-23,6776,5121,7,0,11,0.8,0.355,4.108,0.7373,10.0,6.05,-1.0,3.274,0,2,0.7557556080283353
VND_GAMMA,BEARING_01,2022-02-21,2022-02-22,3236,3236,2,0,11,0.8,0.9475,0.397,0.9812,0.13,0.0,-0.083,0.079,0,1,1.0
VND_DELTA,CABLE_R,2021-04-04,2021-04-13,4808,3416,4,0,8,0.7,0.3362,4.265,0.8125,10.0,7.27,-1.0,3.863,1,9,0.7104825291181365
VND_ZETA,SCREW_M4,2021-10-26,2021-10-28,332,314,10,0,5,0.4,0.9203,-0.356,0.9664,2.08,0.04,-0.007,0.366,0,2,0.9457831325301205
VND_EPSILON,BLADE_X,2023-05-06,2023-05-06,2618,2462,5,0,12,0.85,0.7046,2.174,0.96,5.37,6.65,-0.289,2.054,0,0,0.9404125286478228
VND_BETA,CASING_B,2022-11-07,2022-11-08,2084,2084,11,1,7,0.6,0.5403,2.801,0.9121,7.62,7.21,-0.911,3.187,1,1,1.0
VND_EPSILON,SWITCH_S,2022-05-19,2022-05-23,4290,4047,5,0,6,0.65,0.7283,1.527,0.8486,5.37,6.65,-0.289,2.054,1,4,0.9433566433566434
VND_GAMMA,CABLE_R,2023-09-28,2023-09-29,6127,6127,9,0,8,0.7,0.9653,0.425,0.9444,1.65,0.0,-0.445,0.427,0,1,1.0
VND_DELTA,BEARING_01,2021-12-11,2021-12-09,6202,4357,12,1,11,0.8,0.3786,3.621,0.8096,9.5,6.79,-1.0,3.943,1,-2,0.7025153176394712
VND_BETA,CABLE_R,2021-10-14,2021-10-18,6100,5111,10,0,8,0.7,0.524,2.834,0.8804,7.34,4.7,-0.665,2.932,1,4,0.8378688524590164
VND_BETA,BEARING_01,2021-05-01,2021-05-04,4492,4406,5,0,11,0.8,0.5461,2.419,0.8619,8.96,6.56,-0.962,3.201,1,3,0.9808548530721283
VND_ALPHA,MOTOR_X,2021-04-10,2021-04-12,6461,5797,4,0,14,0.95,0.7583,0.936,0.9455,3.44,0.0,-0.737,0.775,1,2,0.8972295310323479
VND_DELTA,MOTOR_X,2021-10-09,2021-10-10,7102,4637,10,0,14,0.95,0.3776,4.46,0.7993,10.0,5.94,-1.0,3.793,1,1,0.6529146719234019
VND_ALPHA,SCREW_M4,2021-11-06,2021-11-07,274,250,11,1,5,0.4,0.7861,0.766,0.9456,3.94,3.27,-0.255,0.88,0,1,0.9124087591240876
VND_EPSILON,SCREW_M4,2023-07-23,2023-07-25,3257,2653,7,0,5,0.4,0.8074,1.436,0.9581,4.08,2.56,-0.606,1.633,0,2,0.8145532698802579
VND_EPSILON,MOTOR_X,2023-09-17,2023-09-15,5600,4963,9,0,14,0.95,0.7739,0.874,0.8398,4.38,3.89,-0.441,1.169,0,-2,0.88625
VND_ALPHA,BEARING_01,2021-01-14,2021-01-16,4559,3715,1,1,11,0.8,0.8442,0.73,0.9129,3.7,2.96,-0.026,1.609,1,2,0.8148716823864882
VND_ALPHA,SWITCH_S,2021-02-04,2021-02-05,4536,4104,2,0,6,0.65,0.8398,-0.142,0.9343,2.97,1.37,0.254,1.307,0,1,0.9047619047619048
VND_EPSILON,BLADE_X,2022-08-11,2022-08-11,340,311,8,0,12,0.85,0.7472,1.839,0.9344,7.16,0.93,-0.254,0.955,0,0,0.9147058823529411
VND_BETA,SWITCH_S,2021-08-08,2021-08-10,7720,7172,8,0,6,0.65,0.6243,2.607,0.8897,8.24,4.9,-0.912,2.005,1,2,0.9290155440414508
VND_EPSILON,BATTERY_A,2021-11-01,2021-10-31,2174,1796,11,1,10,0.9,0.7166,2.505,0.9288,4.9,3.65,0.183,1.854,0,-1,0.8261269549218031
VND_EPSILON,SCREW_M4,2023-12-15,2023-12-20,2267,2192,12,1,5,0.4,0.7411,1.503,0.8829,2.82,4.49,-0.659,1.941,1,5,0.9669166299073666
VND_GAMMA,CABLE_R,2023-03-24,2023-03-25,847,808,3,0,8,0.7,0.9048,-0.04,0.9327,1.39,0.8,0.586,0.47,0,1,0.9539551357733176
VND_DELTA,CABLE_R,2023-07-30,2023-08-08,4828,3684,7,0,8,0.7,0.3063,4.857,0.7523,10.0,6.05,-1.0,3.274,1,9,0.7630488815244407
VND_ZETA,SCREW_M4,2022-04-08,2022-04-09,2657,2202,4,0,5,0.4,0.9313,-0.762,0.9977,4.0,1.67,-0.484,0.326,1,1,0.8287542340986075
VND_ZETA,BATTERY_A,2021-03-06,2021-03-07,965,963,3,0,10,0.9,0.9384,-0.037,0.987,3.65,1.04,-0.406,0.887,0,1,0.9979274611398964
VND_DELTA,SWITCH_S,2023-02-12,2023-02-20,4727,3324,2,0,6,0.65,0.3705,3.595,0.7429,10.0,7.1,-1.0,3.739,0,8,0.7031944150624074
VND_ALPHA,BEARING_01,2021-01-20,2021-01-22,5957,5565,1,1,11,0.8,0.8176,1.197,0.9687,3.7,2.96,-0.026,1.609,0,2,0.9341950646298472
VND_ALPHA,CASING_B,2023-10-21,2023-10-19,7124,7124,10,0,7,0.6,0.784,0.371,0.9234,3.41,0.0,-0.618,1.079,0,-2,1.0
VND_ZETA,SWITCH_S,2022-11-10,2022-11-08,4835,4695,11,1,6,0.65,0.9061,0.013,0.978,1.99,2.8,0.448,0.025,0,-2,0.9710444674250258
VND_EPSILON,BATTERY_A,2021-03-29,2021-03-31,2082,1989,3,0,10,0.9,0.7318,1.812,0.8967,5.21,3.36,-0.135,2.022,1,2,0.9553314121037464
VND_ZETA,SCREW_M4,2023-09-01,2023-09-01,2420,2414,9,0,5,0.4,0.9117,0.474,1.0,3.04,0.65,-0.322,0.705,0,0,0.9975206611570248
VND_ALPHA,MOTOR_X,2022-07-29,2022-07-31,7567,7171,7,0,14,0.95,0.8682,0.823,0.9498,2.66,1.71,-0.565,1.15,1,2,0.9476675036342012
VND_BETA,MOTOR_X,2022-10-07,2022-10-12,328,244,10,0,14,0.95,0.5078,2.851,0.8505,7.34,4.7,-0.665,2.932,1,5,0.7439024390243902
VND_EPSILON,SCREW_M4,2021-10-23,2021-10-23,6362,6362,10,0,5,0.4,0.7013,1.266,0.8928,4.13,3.48,-0.679,1.687,0,0,1.0
VND_ALPHA,SWITCH_S,2022-09-05,2022-09-05,1530,1530,9,0,6,0.65,0.8121,0.814,0.9613,3.19,0.54,0.027,0.512,0,0,1.0
VND_EPSILON,SCREW_M4,2023-03-08,2023-03-07,5746,5395,3,0,5,0.4,0.7342,2.058,0.8986,5.21,3.36,-0.135,2.022,0,-1,0.9389140271493213
VND_DELTA,CABLE_R,2021-10-14,2021-10-19,6675,4942,10,0,8,0.7,0.3792,4.457,0.8066,10.0,5.94,-1.0,3.793,1,5,0.740374531835206
VND_EPSILON,BATTERY_A,2022-12-10,2022-12-10,639,639,12,1,10,0.9,0.7064,1.314,0.8764,2.82,4.49,-0.659,1.941,1,0,1.0
VND_DELTA,BATTERY_A,2022-04-21,2022-04-27,7070,4726,4,0,10,0.9,0.4102,4.58,0.7842,10.0,7.27,-1.0,3.863,1,6,0.6684582743988685
VND_GAMMA,BATTERY_A,2023-03-24,2023-03-24,6536,6355,3,0,10,0.9,0.8793,0.644,0.9359,1.39,0.8,0.586,0.47,0,0,0.9723072215422277
VND_ALPHA,CABLE_R,2022-07-14,2022-07-18,6618,6618,7,0,8,0.7,0.7938,1.011,0.9586,2.66,1.71,-0.565,1.15,0,4,1.0
VND_DELTA,BEARING_01,2022-04-13,2022-04-12,3114,2402,4,0,11,0.8,0.3262,4.039,0.7446,10.0,7.27,-1.0,3.863,1,-1,0.7713551701991008
VND_DELTA,SWITCH_S,2022-01-16,2022-01-23,5768,4804,1,1,6,0.65,0.3891,4.37,0.7877,10.0,9.08,-1.0,3.072,1,7,0.8328710124826629
VND_ALPHA,SWITCH_S,2022-08-28,2022-08-30,6737,6737,8,0,6,0.65,0.8378,1.744,0.9895,2.6,1.31,-0.401,1.741,0,2,1.0
VND_ZETA,SCREW_M4,2021-05-31,2021-05-31,872,857,5,0,5,0.4,0.9031,0.489,0.9277,3.15,0.0,0.105,0.83,0,0,0.9827981651376146
VND_BETA,BLADE_X,2023-02-18,2023-02-19,6030,5520,2,0,12,0.85,0.5191,2.6,0.8932,7.47,5.81,-0.631,3.173,1,1,0.9154228855721394
VND_ZETA,CASING_B,2023-03-09,2023-03-07,2794,2794,3,0,7,0.6,0.9418,0.089,0.9847,3.65,1.04,-0.406,0.887,0,-2,1.0
VND_ALPHA,CABLE_R,2021-07-07,2021-07-08,242,223,7,0,8,0.7,0.7953,1.23,0.9555,2.66,1.71,-0.565,1.15,0,1,0.9214876033057852
VND_DELTA,BLADE_X,2023-01-08,2023-01-15,6436,5420,1,1,12,0.85,0.393,4.287,0.7952,10.0,9.08,-1.0,3.072,1,7,0.8421379738968303
VND_ALPHA,BLADE_X,2021-09-29,2021-09-28,915,904,9,0,12,0.85,0.8134,1.305,0.9753,3.19,0.54,0.027,0.512,1,-1,0.9879781420765027
VND_DELTA,CASING_B,2023-07-09,2023-07-15,4762,4115,7,0,7,0.6,0.3448,4.639,0.7662,10.0,6.05,-1.0,3.274,1,6,0.8641327173456531
VND_ALPHA,SWITCH_S,2021-02-23,2021-02-25,934,934,2,0,6,0.65,0.8017,0.851,1.0,2.97,1.37,0.254,1.307,0,2,1.0
VND_EPSILON,CABLE_R,2021-07-10,2021-07-10,5090,3614,7,0,8,0.7,0.738,1.744,0.9379,4.08,2.56,-0.606,1.633,0,0,0.7100196463654224
VND_DELTA,CABLE_R,2021-01-26,2021-01-26,2590,1978,1,1,8,0.7,0.3892,3.624,0.7599,10.0,9.08,-1.0,3.072,1,0,0.7637065637065638
VND_DELTA,SWITCH_S,2021-06-23,2021-07-01,6137,5236,6,0,6,0.65,0.344,4.047,0.7805,10.0,7.21,-1.0,4.359,1,8,0.853185595567867
VND_EPSILON,SCREW_M4,2023-12-04,2023-12-04,1589,1589,12,1,5,0.4,0.7406,1.45,0.959,2.82,4.49,-0.659,1.941,0,0,1.0
VND_BETA,SWITCH_S,2021-10-12,2021-10-15,2402,1995,10,0,6,0.65,0.5279,3.078,0.9152,7.34,4.7,-0.665,2.932,0,3,0.8305578684429642
VND_GAMMA,BLADE_X,2023-10-07,2023-10-07,1395,1395,10,0,12,0.85,0.8869,0.215,1.0,0.49,0.87,-0.256,1.02,0,0,1.0
VND_BETA,BATTERY_A,2023-06-10,2023-06-10,2460,2186,6,0,10,0.9,0.5692,3.399,0.8652,8.51,4.55,-0.832,3.415,1,0,0.8886178861788618
VND_GAMMA,SWITCH_S,2023-09-19,2023-09-19,6611,6611,9,0,6,0.65,0.925,0.338,0.9722,1.65,0.0,-0.445,0.427,0,0,1.0
VND_GAMMA,BATTERY_A,2022-05-31,2022-05-30,7935,6924,5,0,10,0.9,0.8879,0.565,1.0,1.61,2.86,-0.038,0.521,0,-1,0.8725897920604915
VND_ZETA,SCREW_M4,2023-10-13,2023-10-15,5064,4491,10,0,5,0.4,0.9552,0.052,0.9697,2.08,0.04,-0.007,0.366,0,2,0.8868483412322274
VND_DELTA,SCREW_M4,2021-08-08,2021-08-15,1309,1056,8,0,5,0.4,0.3843,4.655,0.7797,10.0,7.14,-1.0,3.931,1,7,0.8067226890756303
VND_ALPHA,BLADE_X,2023-03-22,2023-03-25,2921,2921,3,0,12,0.85,0.8592,1.255,0.9735,2.73,2.14,-0.359,0.814,0,3,1.0
